Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.2885799407959,24.75733433246641,23.848705532925308,24.746225733732643,212818400
2015-01-05,23.604333877563477,24.137514464137663,23.41772160447641,24.057537291404817,257142000
2015-01-06,23.60655403137207,23.866478974309715,23.244434724352086,23.66875811738099,263188400
2015-01-07,23.937570571899414,24.037541186337343,23.704303544965192,23.81538275875591,160423600
2015-01-08,24.857309341430664,24.915071014189344,24.148623329110514,24.2663687337548,237458000
2015-01-09,24.88396644592285,25.159442427054685,24.484080590300568,25.030590129694804,214798000
2015-01-12,24.270809173583984,25.02170407834321,24.170838555190564,25.015039596441564,198603200
2015-01-13,24.486297607421875,25.059466650818983,24.19527066376859,24.755109051433546,268367600
2015-01-14,24.39299774169922,24.546285914954115,24.104191087561126,24.224156850283055,195826400
2015-01-15,23.7309627532959,24.450755571546566,23.69541828686753,24.43742660850271,240056000
2015-01-16,23.54657745361328,23.899810327675166,23.371072046303063,23.777622482416554,314053200
2015-01-20,24.153072357177734,24.208611982099523,23.659880216682662,23.957571792694733,199599600
2015-01-21,24.33746337890625,24.67292148012699,24.0530990865422,24.204166928293347,194303600
2015-01-22,24.97060775756836,24.986158779800352,24.37522310007527,24.495188855122496,215185600
2015-01-23,25.099464416503906,25.27052569079344,24.77733362150666,24.94839659073079,185859200
2015-01-26,25.126127243041992,25.406047441349294,25.059480706734966,25.26830855441889,222460000
2015-01-27,24.246374130249023,24.988384266222994,24.221936564113278,24.9750536060997,382274800
2015-01-28,25.617084503173828,26.241350758304694,25.617084503173828,26.132491922200526,585908400
2015-01-29,26.414636611938477,26.479062757459737,25.67262660398177,25.841467478625958,337745600
2015-01-30,26.028085708618164,26.659014914697433,25.95921543419972,26.30356172148837,334982000
2015-02-02,26.354656219482422,26.474621985447392,25.788153190960248,26.225805607091413,250956400
2015-02-03,26.359100341796875,26.45684890690884,26.1280553511909,26.325776235423373,207662800
2015-02-04,26.561256408691406,26.772307894901694,26.283558422836286,26.325769059065145,280598800
2015-02-05,26.750837326049805,26.81551772589778,26.596942522907266,26.768678845410147,168984800
2015-02-06,26.525577545166016,26.819983953766112,26.418519895846156,26.768685106844938,174826400
2015-02-09,26.7017822265625,26.728545369351686,26.414066530210494,26.440831374623716,155559200
2015-02-10,27.214750289916992,27.24374595062465,26.79990644538046,26.802135571878527,248034000
2015-02-11,27.852638244628906,27.86155985781069,27.32181502249077,27.382033784438146,294247200
2015-02-12,28.205026626586914,28.432523446706103,28.00652546681771,28.115812220689648,297898000
2015-02-13,28.343313217163086,28.387919575872782,28.024372817680565,28.387919575872782,217088800
2015-02-17,28.510591506958008,28.744779159785324,28.307628647624515,28.434758650170412,252609600
2015-02-18,28.709091186523438,28.722472753990044,28.425835529907648,28.465981933931005,179566800
2015-02-19,28.648874282836914,28.778235123136476,28.622111144584412,28.655565067400037,149449600
2015-02-20,28.8830623626709,28.8830623626709,28.559661958950734,28.686790270703884,195793600
2015-02-23,29.663677215576172,29.663677215576172,28.91874057446043,28.999033370722678,283896400
2015-02-24,29.478553771972656,29.797495788902207,29.25551863404149,29.65029178108857,276912400
2015-02-25,28.724700927734375,29.351432677017822,28.581958540748293,29.34250936350478,298846800
2015-02-26,29.088245391845703,29.188610534000468,28.23848196995741,28.724696989094333,365150000
2015-02-27,28.651103973388672,29.121708392752836,28.602035955957554,28.994576692159352,248059200
2015-03-02,28.791616439819336,29.057028902654466,28.61542010912278,28.827302892674766,192386800
2015-03-03,28.851835250854492,28.887521701665655,28.568579577817705,28.762622527073855,151265200
2015-03-04,28.6689395904541,28.896436419430074,28.61987498346581,28.793842145845474,126665200
2015-03-05,28.193880081176758,28.71578162559271,28.048906862742268,28.677866050476716,226068400
2015-03-06,28.23625946044922,28.854066291893886,28.160428299880568,28.63772184896465,291368400
2015-03-09,28.356691360473633,28.898668592933195,27.892777798765373,28.53958013169779,354114000
2015-03-10,27.770112991333008,28.37453817397716,27.611758204879983,28.193880208039282,275426400
2015-03-11,27.26382064819336,27.82809939626541,27.234826686610546,27.823639441261683,275756000
2015-03-12,27.75672721862793,27.857094069691744,27.127768084796827,27.279432073886337,193450800
2015-03-13,27.56492042541504,27.96861530732183,27.33965609143995,27.74558010024849,207309200
2015-03-16,27.868249893188477,27.868249893188477,27.40433793157187,27.62960227726778,143497200
2015-03-17,28.334394454956055,28.396844044080183,28.024375636358634,28.080134441165704,204092400
2015-03-18,28.65332794189453,28.807222750382593,28.184954435358183,28.325465976832106,261083600
2015-03-19,28.436988830566406,28.827300441966337,28.414685650239697,28.715782838709213,183238000
2015-03-20,28.080127716064453,28.63771392897136,27.91508216981804,28.604260015398168,274780400
2015-03-23,28.3723087310791,28.515051128701085,28.218413892358317,28.352236379049575,150838800
2015-03-24,28.256332397460938,28.55742790071318,28.227336729995056,28.37677161973604,131369200
2015-03-25,27.518083572387695,28.28532523861502,27.518083572387695,28.22287565213114,206620800
2015-03-26,27.709890365600586,27.85263274507692,27.344112805489548,27.379799251170326,190291600
2015-03-27,27.48908233642578,27.81248262444035,27.413251201932,27.783488667420343,158184800
2015-03-30,28.184959411621094,28.191650195497832,27.65636536425211,27.66751780512906,188398800
2015-03-31,27.752273559570312,28.211725585913857,27.73666116163506,28.12251115415937,168362400
2015-04-01,27.712125778198242,27.906167030034535,27.455634937713125,27.839255784125836,162485600
2015-04-02,27.950773239135742,28.004301214594047,27.69874405729689,27.88609282221278,128880400
2015-04-06,28.403532028198242,28.439218476535938,27.729966481247576,27.761191272731303,148776000
2015-04-07,28.104660034179688,28.57526264031402,28.09796925186649,28.468206720056518,140049200
2015-04-08,28.01322364807129,28.19165250699081,27.872712070268168,28.068982453780674,149316800
2015-04-09,28.22733497619629,28.231796633201682,27.80356944835671,28.06898018497623,129936000
2015-04-10,28.3477725982666,28.37230660554711,27.937388661253518,28.091281786821686,160752000
2015-04-13,28.292015075683594,28.675637597580586,28.23848710357814,28.631027834516196,145460400
2015-04-14,28.169343948364258,28.390148300373983,28.08236036419002,28.325467893901763,102098400
2015-04-15,28.27640151977539,28.354463497065556,28.104665169737025,28.19387958733585,115881600
2015-04-16,28.14035415649414,28.34777698547961,28.126972587405962,28.16488816757163,113476000
2015-04-17,27.823644638061523,28.133663468239483,27.758964217874386,28.002073500758712,207828000
2015-04-20,28.459291458129883,28.57526901455029,27.917315848762083,28.006530269959693,188217200
2015-04-21,28.30539894104004,28.59311286068083,28.251869266183697,28.57081138192607,129740400
2015-04-22,28.686786651611328,28.742545452226807,28.173806706923077,28.3232398841829,150618000
2015-04-23,28.920978546142578,29.08825497257814,28.579734908473842,28.615421362892857,183083600
2015-04-24,29.057025909423828,29.13508959159763,28.82283826614954,29.10386479937753,178103600
2015-04-27,29.58561134338379,29.692670665928052,29.251058617737176,29.509780209016338,387816800
2015-04-28,29.119474411010742,30.00715353104131,28.89867174682491,29.98931371036218,475696000
2015-04-29,28.69124984741211,29.349203049314337,28.615418691287196,29.030264326246286,253544400
2015-04-30,27.912853240966797,28.6912455461602,27.7857232558686,28.6912455461602,332781600
2015-05-01,28.760387420654297,29.02357071775286,27.946310328523392,28.124737461725672,234050400
2015-05-04,28.70462417602539,29.121702236013707,28.606488161910494,28.883052983211893,203953200
2015-05-05,28.057825088500977,28.64886692816264,28.053363432188448,28.581955696461204,197085600
2015-05-06,27.881628036499023,28.26970876918357,27.513619653025216,28.227331540907524,288564000
2015-05-07,28.054086685180664,28.23773942450763,27.776366574993446,27.944341703965602,175763600
2015-05-08,28.58264923095703,28.58264923095703,28.244458818255232,28.372119850916896,222201600
2015-05-11,28.291492462158203,28.569210878091393,28.136954788653792,28.531136923635124,168143200
2015-05-12,28.190704345703125,28.41690960439626,27.95553850040013,28.13023234720522,192640000
2015-05-13,28.22205924987793,28.4863401637973,28.19070403201726,28.253414467738597,138776800
2015-05-14,28.880521774291992,28.880521774291992,28.479622656033424,28.53561436300858,180814000
2015-05-15,28.8402099609375,29.001466353639586,28.714789081605353,28.907400694140478,152832000
2015-05-18,29.158241271972656,29.276943414923643,28.748381575241645,28.75286186859711,203531600
2015-05-19,29.131364822387695,29.312777392972247,29.035057316328558,29.27022315197837,178532800
2015-05-20,29.129125595092773,29.33517467023896,28.96786920281095,29.115688131979727,145819600
2015-05-21,29.427003860473633,29.48075713398518,29.077616126305756,29.131369399817306,158921600
2015-05-22,29.684560775756836,29.78086828529664,29.42923873802828,29.474034835932816,182384000
2015-05-26,29.03057861328125,29.767431377512352,28.91859520135844,29.698002208914215,282790400
2015-05-27,29.572582244873047,29.62185522672724,29.126890387368768,29.19183927210583,183332800
2015-05-28,29.51435089111328,29.552424845093974,29.36205507519051,29.53226864900941,122933200
2015-05-29,29.178401947021484,29.440442760428297,29.093293447509463,29.3911697783385,203538000
2015-06-01,29.236631393432617,29.42700458485896,29.126889822989888,29.178401242125513,128451200
2015-06-02,29.10672950744629,29.263505598366184,28.963390878967747,29.08433145840239,134670400
2015-06-03,29.142562866210938,29.326217307446324,29.09328989014596,29.26350686835683,123934000
2015-06-04,28.972349166870117,29.245588971936957,28.871564777205734,29.02162214269939,153800400
2015-06-05,28.813325881958008,29.046253255036365,28.74837701718272,29.003699018562706,142507200
2015-06-08,28.622961044311523,28.93875508914068,28.405712949709557,28.869322502416942,210699200
2015-06-09,28.53784942626953,28.685668335394695,28.134710208960257,28.376593055853384,224301600
2015-06-10,28.864845275878906,28.967868100801432,28.634158012582517,28.64983562186176,156349200
2015-06-11,28.799884796142578,29.15599112370801,28.775248315888653,28.932024364112912,141563600
